person_age,sex,education,married,person_income,person_home_ownership,has_car,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,itd,term,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,verification_status,loan_status
25,Male,PHD,0,60000,MORTGAGE,1,1.0,VENTURE,A,5000,7.29,33.55391928418305,36 months,0.08,N,2,1,0
26,Female,Primary,1,60000,MORTGAGE,1,10.0,MEDICAL,A,5000,6.92,56.11672278338946,60 months,0.08,N,4,1,0
23,Male,Others,1,60000,MORTGAGE,1,7.0,DEBTCONSOLIDATION,A,12000,7.29,23.301332836238238,60 months,0.2,N,3,1,0
23,Male,Secondary,0,60000,MORTGAGE,1,5.0,MEDICAL,C,22000,13.06,12.061174275927506,60 months,0.37,Y,3,1,0
24,Female,Bachelor,0,40000,RENT,1,5.0,EDUCATION,B,8000,9.88,13.651255915544233,36 months,0.2,N,2,0,1
26,Female,Secondary,1,60000,MORTGAGE,0,10.0,VENTURE,A,12500,6.92,13.468013468013467,36 months,0.21,N,2,0,0
23,Female,Others,1,46330,RENT,1,0.0,PERSONAL,B,8000,10.65,15.701536375960233,36 months,0.17,N,4,0,0
24,Female,Primary,1,46700,RENT,1,5.0,EDUCATION,D,8000,15.65,15.142671854734113,36 months,0.17,Y,3,1,0
21,Female,Others,0,41000,RENT,1,4.0,DEBTCONSOLIDATION,B,8000,9.91,13.988718042034392,36 months,0.2,N,4,1,1
26,Female,Master,1,47000,RENT,1,0.0,PERSONAL,B,8000,10.0,16.02272727272727,36 months,0.17,N,4,0,0
22,Female,Primary,1,47000,RENT,1,0.0,EDUCATION,B,8000,12.18,15.711356748083437,36 months,0.17,N,4,1,0
22,Female,Secondary,0,60000,MORTGAGE,1,2.0,PERSONAL,A,10000,,,36 months,0.17,N,4,1,0
23,Male,Primary,1,60000,MORTGAGE,1,0.0,MEDICAL,B,15000,10.37,10.872519706441967,36 months,0.25,N,4,1,0
25,Female,Bachelor,1,60000,MORTGAGE,1,6.0,MEDICAL,C,13000,14.17,12.127663875058111,36 months,0.22,Y,3,1,0
24,Male,PHD,0,60000,OWN,1,7.0,PERSONAL,B,10000,10.37,16.308779559662952,36 months,0.17,N,4,1,0
26,Male,Secondary,0,60000,MORTGAGE,1,6.0,PERSONAL,A,3050,7.29,55.00642505603779,36 months,0.05,N,3,1,0
26,Male,Secondary,0,60000,MORTGAGE,0,3.0,EDUCATION,B,20000,10.74,8.127144663175006,36 months,0.33,N,4,1,0
22,Male,Bachelor,0,60000,MORTGAGE,1,6.0,VENTURE,A,7800,7.29,35.848204363443436,60 months,0.13,N,2,1,0
25,Female,Secondary,0,47004,RENT,1,1.0,DEBTCONSOLIDATION,C,8000,12.53,15.663822980538525,36 months,0.17,Y,4,1,0
23,Female,Primary,1,48000,RENT,1,5.0,VENTURE,B,8000,,,36 months,0.17,N,2,1,0
24,Male,Post PHD,0,42000,RENT,0,8.0,MEDICAL,D,8000,16.29,13.54372688967237,36 months,0.19,N,4,1,1
23,Female,Secondary,0,48000,RENT,1,3.0,DEBTCONSOLIDATION,A,8000,8.49,16.591390911604755,36 months,0.17,N,2,1,0
22,Female,Secondary,0,48000,RENT,1,6.0,DEBTCONSOLIDATION,C,8000,12.99,15.93061332861315,36 months,0.17,Y,3,1,0
24,Male,PHD,0,60000,MORTGAGE,0,7.0,VENTURE,B,15850,11.11,10.220922398498432,36 months,0.26,N,3,1,0
22,Female,Post PHD,0,60000,MORTGAGE,0,6.0,VENTURE,A,11200,5.79,15.191822073379877,36 months,0.19,N,4,1,0
25,Male,Secondary,1,48000,RENT,1,2.0,VENTURE,B,8000,10.59,16.276336015914637,36 months,0.17,N,4,1,0
23,Female,Primary,1,48000,RENT,0,,VENTURE,C,8000,12.99,15.93061332861315,36 months,0.17,Y,4,1,0
23,Female,PHD,0,60000,MORTGAGE,0,7.0,DEBTCONSOLIDATION,A,7200,,,36 months,0.12,N,2,0,0
25,Male,Primary,0,60000,OWN,1,9.0,HOMEIMPROVEMENT,A,5000,7.29,33.55391928418305,36 months,0.08,N,4,1,0
22,Male,PHD,0,60000,MORTGAGE,1,7.0,PERSONAL,B,12000,10.0,13.636363636363635,36 months,0.2,N,3,0,0
24,Female,PHD,0,48000,RENT,0,,DEBTCONSOLIDATION,A,8000,7.51,27.904380987815088,60 months,0.17,N,4,1,0
25,Female,Master,1,48000,RENT,0,4.0,EDUCATION,C,8000,14.35,15.741145605596852,36 months,0.17,N,2,1,0
23,Female,Primary,1,42000,RENT,1,3.0,HOMEIMPROVEMENT,D,8000,15.58,13.626925073542134,36 months,0.19,N,2,0,1
25,Male,Others,1,60000,MORTGAGE,0,9.0,HOMEIMPROVEMENT,B,5500,10.74,49.25542220106063,60 months,0.09,N,2,0,0
25,Female,Bachelor,1,48000,RENT,0,2.0,PERSONAL,C,8000,13.11,15.913712315445144,36 months,0.17,N,4,1,0
26,Male,Others,0,48000,RENT,0,3.0,DEBTCONSOLIDATION,B,8000,9.96,16.36958894143325,36 months,0.17,N,3,1,0
24,Female,Bachelor,0,48500,RENT,0,5.0,MEDICAL,C,8000,15.96,15.684287685408762,36 months,0.16,N,3,0,0
22,Male,Bachelor,1,60000,MORTGAGE,1,6.0,VENTURE,A,6125,6.17,46.133174942766026,60 months,0.1,N,3,1,0
26,Female,Secondary,1,48701,RENT,0,3.0,MEDICAL,B,8000,11.48,16.382198600645854,36 months,0.16,N,4,1,0
25,Female,Post PHD,1,49244,RENT,1,3.0,EDUCATION,A,8000,8.0,17.098611111111108,36 months,0.16,N,3,1,0
24,Male,Post PHD,0,49992,RENT,1,5.0,VENTURE,D,8000,15.95,16.16817593790427,36 months,0.16,Y,2,1,0
21,Female,Primary,1,44000,RENT,0,5.0,VENTURE,D,8000,16.29,23.64777710895176,60 months,0.18,N,3,1,1
24,Male,Primary,1,50000,RENT,0,8.0,PERSONAL,C,8000,15.96,16.169368747844086,36 months,0.16,N,3,1,0
24,Male,Bachelor,1,50000,RENT,1,3.0,MEDICAL,B,8000,12.42,16.678526952499553,36 months,0.16,N,2,1,0
23,Female,Master,1,50000,RENT,1,0.0,EDUCATION,C,8000,14.27,16.408506169598322,36 months,0.16,N,4,1,0
22,Female,Secondary,0,50000,RENT,1,2.0,EDUCATION,A,8000,6.62,17.58581879572313,36 months,0.16,N,3,0,0
23,Male,PHD,1,50000,RENT,1,4.0,EDUCATION,A,8000,6.62,17.58581879572313,36 months,0.16,N,3,1,0
22,Male,Primary,1,60000,MORTGAGE,0,,EDUCATION,A,5000,6.54,33.790125774357044,36 months,0.08,N,4,1,0
24,Female,PHD,1,60000,MORTGAGE,1,8.0,VENTURE,B,9000,,,60 months,0.15,N,4,1,0
25,Male,PHD,0,50000,RENT,0,6.0,VENTURE,A,8000,7.9,17.377201112140874,36 months,0.16,N,4,1,0
23,Female,Secondary,1,44000,RENT,1,5.0,EDUCATION,C,8000,13.49,14.538725878932064,36 months,0.18,Y,2,0,1
25,Female,Primary,0,60000,OWN,1,4.0,HOMEIMPROVEMENT,A,6500,6.17,26.08298737148695,36 months,0.11,N,3,1,0
22,Female,Post PHD,0,60000,MORTGAGE,0,6.0,EDUCATION,C,2000,12.61,79.92185418701716,36 months,0.03,Y,2,0,0
26,Female,Others,1,60000,MORTGAGE,0,6.0,EDUCATION,A,9000,6.91,18.707323917313627,36 months,0.15,N,3,1,0
23,Male,Primary,1,50000,RENT,0,0.0,EDUCATION,A,8000,7.49,17.443483114708346,36 months,0.16,N,4,1,0
24,Female,Bachelor,0,50000,RENT,0,9.0,DEBTCONSOLIDATION,B,8000,9.99,17.047004273115736,36 months,0.16,N,2,1,0
24,Female,Post PHD,1,60000,OWN,1,4.0,EDUCATION,A,5000,5.79,56.71613574061821,60 months,0.08,N,3,1,0
23,Male,Others,1,60000,MORTGAGE,1,8.0,MEDICAL,B,10000,,,60 months,0.17,N,3,1,0
21,Male,Post PHD,1,44000,RENT,0,6.0,EDUCATION,D,8000,15.21,14.32167346584498,36 months,0.18,N,2,0,1
24,Female,Master,0,60000,MORTGAGE,1,8.0,VENTURE,B,12000,9.62,13.683634373289545,36 months,0.2,N,4,1,0
21,Male,Primary,1,60000,MORTGAGE,0,5.0,EDUCATION,C,8000,12.23,20.048115477145146,36 months,0.13,Y,3,1,0
23,Female,Others,1,60000,MORTGAGE,1,7.0,PERSONAL,A,12000,,,36 months,0.2,N,4,0,0
21,Male,Primary,0,60000,MORTGAGE,1,5.0,DEBTCONSOLIDATION,B,7800,9.99,34.968213893570756,60 months,0.13,N,2,1,0
22,Female,Post PHD,0,60000,MORTGAGE,1,6.0,PERSONAL,A,2000,6.54,84.47531443589261,36 months,0.03,N,3,1,0
25,Female,Post PHD,0,50000,RENT,0,4.0,DEBTCONSOLIDATION,C,8000,13.85,16.469038208168644,36 months,0.16,N,3,1,0
24,Female,Primary,0,60000,MORTGAGE,1,2.0,MEDICAL,B,9700,8.88,28.405432633675968,60 months,0.16,N,3,0,0
26,Female,Secondary,0,60000,MORTGAGE,1,0.0,DEBTCONSOLIDATION,C,7200,,,36 months,0.12,N,4,1,0
23,Male,Primary,1,50000,RENT,1,0.0,VENTURE,C,8000,,,36 months,0.16,N,4,1,0
22,Female,PHD,1,50000,RENT,0,2.0,PERSONAL,B,8000,12.18,16.714209306471744,36 months,0.16,N,4,1,0
23,Female,Secondary,0,60000,MORTGAGE,1,6.0,PERSONAL,B,2000,10.36,135.91881116346505,60 months,0.03,N,2,0,0
24,Male,Primary,0,50000,RENT,1,0.0,EDUCATION,A,8000,7.74,17.40300723965101,36 months,0.16,N,4,1,0
23,Female,PHD,0,60000,MORTGAGE,1,6.0,EDUCATION,A,7000,6.54,24.135804124540748,36 months,0.12,N,3,1,0
22,Female,Others,1,50000,RENT,0,2.0,PERSONAL,C,8000,13.16,27.615765288087665,60 months,0.16,Y,2,1,0
25,Male,Master,0,44000,RENT,1,1.0,MEDICAL,D,8000,12.92,24.353524619199433,60 months,0.18,N,4,1,1
21,Female,Master,1,60000,MORTGAGE,1,5.0,PERSONAL,A,6000,6.91,28.06098587597044,36 months,0.1,N,4,1,0
23,Male,PHD,0,60000,MORTGAGE,0,4.0,PERSONAL,A,20000,6.54,8.447531443589261,36 months,0.33,N,3,1,0
25,Male,Primary,0,60000,MORTGAGE,0,7.0,DEBTCONSOLIDATION,A,8000,5.79,21.268550902731825,36 months,0.13,N,2,1,0
23,Male,Bachelor,1,60000,MORTGAGE,0,5.0,DEBTCONSOLIDATION,A,7200,,,60 months,0.12,N,4,0,0
23,Female,Bachelor,1,50004,RENT,1,5.0,MEDICAL,C,8000,12.73,27.723321209970727,60 months,0.16,N,4,1,0
26,Female,Others,0,50049,RENT,0,5.0,DEBTCONSOLIDATION,C,8000,12.99,27.684418975130537,60 months,0.16,N,3,1,0
21,Female,PHD,0,50400,RENT,0,4.0,VENTURE,D,8000,15.62,16.34665282823041,36 months,0.16,Y,2,1,0
26,Male,Bachelor,0,60000,MORTGAGE,0,4.0,EDUCATION,B,7000,9.62,23.45765892563923,36 months,0.12,N,3,1,0
23,Female,Post PHD,0,60000,MORTGAGE,0,4.0,EDUCATION,A,13000,6.91,12.951224250447895,36 months,0.22,N,2,1,0
26,Female,Others,0,60000,MORTGAGE,0,2.0,MEDICAL,B,5000,,,36 months,0.08,N,4,1,0
25,Female,Others,0,60000,MORTGAGE,0,3.0,EDUCATION,B,10000,10.36,27.183762232693,60 months,0.17,N,4,1,0
25,Male,Bachelor,1,51996,RENT,1,6.0,MEDICAL,B,8000,10.37,29.44414243000816,60 months,0.15,N,2,1,0
24,Male,Post PHD,1,52000,RENT,0,3.0,HOMEIMPROVEMENT,B,8000,10.99,17.569150373907554,36 months,0.15,N,4,1,0
24,Female,PHD,0,52000,RENT,1,2.0,MEDICAL,A,8000,7.51,18.137847642079805,36 months,0.15,N,4,1,0
26,Female,Secondary,1,52000,RENT,1,3.0,EDUCATION,B,8000,10.25,17.687074829931973,36 months,0.15,N,4,1,0
23,Male,Secondary,0,52000,RENT,1,5.0,DEBTCONSOLIDATION,C,8000,13.22,28.70517576399929,60 months,0.15,N,2,1,0
26,Female,Post PHD,0,46000,RENT,1,3.0,PERSONAL,D,8000,14.42,15.07603565810173,36 months,0.17,N,2,0,1
22,Male,Bachelor,0,60000,OWN,1,3.0,PERSONAL,D,8700,15.58,17.900722592501985,36 months,0.14,Y,4,1,0
24,Male,PHD,0,52000,RENT,1,1.0,EDUCATION,C,8000,11.78,29.074968688495254,60 months,0.15,N,3,1,0
23,Male,Secondary,0,46000,RENT,1,2.0,EDUCATION,D,8000,11.86,15.421062041838011,36 months,0.17,N,3,1,1
25,Female,PHD,0,60000,MORTGAGE,0,3.0,VENTURE,B,10000,11.49,16.1449457350435,36 months,0.17,N,4,1,0
24,Female,Post PHD,0,60000,MORTGAGE,1,3.0,VENTURE,A,20000,7.88,13.904338153503893,60 months,0.33,N,2,0,0
25,Female,Secondary,1,60000,OWN,1,9.0,MEDICAL,A,16000,7.88,10.42825361512792,36 months,0.27,N,4,0,0
24,Female,Others,0,46500,RENT,1,2.0,HOMEIMPROVEMENT,C,8000,15.23,15.132777922416036,36 months,0.17,Y,2,1,1
24,Male,Secondary,0,52800,RENT,0,1.0,MEDICAL,C,8000,12.87,29.237175511650573,60 months,0.15,Y,3,1,0
21,Female,Others,1,60000,OWN,1,0.0,VENTURE,D,16000,,,36 months,0.27,N,2,1,0
24,Male,Master,0,60000,MORTGAGE,1,8.0,DEBTCONSOLIDATION,C,14000,,,36 months,0.23,N,2,1,0
25,Female,Bachelor,0,53000,RENT,0,9.0,EDUCATION,C,8000,12.23,17.709168671478213,36 months,0.15,N,3,1,0
23,Male,Bachelor,1,53000,RENT,1,6.0,MEDICAL,C,8000,14.26,17.394538771223527,36 months,0.15,Y,4,1,0
23,Male,Master,0,60000,MORTGAGE,1,7.0,EDUCATION,A,12000,7.88,13.904338153503893,36 months,0.2,N,2,0,0
22,Male,Bachelor,1,60000,OWN,1,,EDUCATION,B,20000,11.12,8.099352051835853,36 months,0.33,N,3,0,0
26,Male,Others,1,53688,RENT,1,11.0,DEBTCONSOLIDATION,A,8000,5.42,19.097894137734773,36 months,0.15,N,4,1,0
23,Male,PHD,1,54000,RENT,1,7.0,DEBTCONSOLIDATION,B,8000,10.99,18.24488692675016,36 months,0.15,N,4,1,0
23,Male,Others,1,48000,RENT,1,3.0,DEBTCONSOLIDATION,D,8000,15.58,15.573628655476725,36 months,0.17,N,2,1,1
24,Male,Master,1,54000,RENT,1,7.0,MEDICAL,A,8000,7.88,18.770856507230253,36 months,0.15,N,3,1,0
22,Female,Primary,1,60000,MORTGAGE,1,6.0,MEDICAL,A,17500,7.88,15.890672175433021,60 months,0.29,N,4,1,0
24,Female,Secondary,1,54000,RENT,1,3.0,MEDICAL,A,8000,8.07,18.73785509392061,36 months,0.15,N,4,1,0
23,Male,Secondary,1,54000,MORTGAGE,1,5.0,DEBTCONSOLIDATION,E,10000,16.45,13.91155002146844,36 months,0.19,N,3,1,1
23,Female,Bachelor,1,54500,RENT,0,2.0,DEBTCONSOLIDATION,A,8000,,,36 months,0.15,N,2,1,0
22,Female,PHD,0,54600,RENT,0,6.0,DEBTCONSOLIDATION,A,8000,7.51,19.0447400241838,36 months,0.15,N,2,0,0
26,Female,PHD,0,54600,RENT,1,4.0,HOMEIMPROVEMENT,C,8000,13.8,17.992091388400702,36 months,0.15,Y,4,1,0
22,Female,Master,1,48996,RENT,0,0.0,PERSONAL,D,8000,14.96,15.982515657620043,36 months,0.16,Y,2,1,1
23,Female,Master,1,60000,MORTGAGE,1,5.0,PERSONAL,D,15000,15.21,10.41576252061453,36 months,0.25,Y,3,0,0
23,Male,Others,1,54000,MORTGAGE,0,2.0,MEDICAL,D,7500,15.58,31.14725731095345,60 months,0.14,N,2,1,1
23,Female,Others,1,55000,RENT,1,2.0,PERSONAL,B,8000,10.65,31.066425666516036,60 months,0.15,N,2,1,0
23,Male,Others,1,54000,MORTGAGE,1,5.0,EDUCATION,B,7750,10.38,18.9375120551292,36 months,0.14,N,4,1,1
22,Male,Secondary,1,55000,RENT,0,6.0,PERSONAL,B,8000,11.71,30.77164085578731,60 months,0.15,N,3,0,0
23,Female,Secondary,1,55000,RENT,0,1.0,MEDICAL,A,8000,5.42,19.56459874786568,36 months,0.15,N,4,0,0
26,Female,PHD,1,54000,MORTGAGE,0,2.0,HOMEIMPROVEMENT,C,6000,13.98,23.688366380066682,36 months,0.11,Y,3,1,1
23,Male,Master,0,60000,OWN,1,1.0,VENTURE,B,2000,11.12,80.99352051835855,36 months,0.03,N,4,1,0
24,Male,Post PHD,0,60000,MORTGAGE,1,5.0,DEBTCONSOLIDATION,A,14000,7.51,11.959020423349322,36 months,0.23,N,2,1,0
22,Female,Primary,1,60000,OWN,1,6.0,EDUCATION,B,5900,11.12,27.45543068418933,36 months,0.1,N,2,1,0
24,Female,Master,0,55000,RENT,1,8.0,HOMEIMPROVEMENT,C,8000,13.8,18.12390158172232,36 months,0.15,Y,2,1,0
23,Male,Others,0,55000,RENT,1,4.0,EDUCATION,B,8000,9.25,18.87871853546911,36 months,0.15,N,2,1,0
25,Female,Post PHD,0,60000,MORTGAGE,0,3.0,VENTURE,A,7000,,,60 months,0.12,N,3,0,0
22,Male,PHD,1,60000,MORTGAGE,1,7.0,VENTURE,C,7000,13.61,37.7230374589762,60 months,0.12,Y,3,1,0
24,Female,Master,0,60000,MORTGAGE,0,6.0,PERSONAL,C,2400,13.61,110.02552592201393,60 months,0.04,Y,4,0,0
22,Male,Master,1,49000,RENT,1,1.0,EDUCATION,A,8000,6.91,17.187353849031894,36 months,0.16,N,2,1,1
23,Male,Others,0,55000,RENT,0,7.0,VENTURE,C,8000,13.11,18.234462028114226,36 months,0.15,N,3,1,0
22,Male,Master,1,60000,MORTGAGE,1,4.0,EDUCATION,A,8000,7.14,21.000560014933733,36 months,0.13,N,2,1,0
25,Male,Post PHD,0,60000,OWN,1,9.0,MEDICAL,A,4000,6.39,70.49534730707772,60 months,0.07,N,4,0,0
24,Male,PHD,1,60000,MORTGAGE,1,2.0,PERSONAL,B,2600,11.49,103.49324189130449,60 months,0.04,N,4,1,0
23,Female,Others,1,49161,RENT,1,1.0,HOMEIMPROVEMENT,D,8000,13.17,27.149973491207923,60 months,0.16,Y,4,1,1
23,Male,PHD,1,55550,RENT,0,7.0,DEBTCONSOLIDATION,B,8000,,,36 months,0.14,N,3,1,0
26,Male,Post PHD,0,60000,OWN,1,8.0,VENTURE,A,9800,,,36 months,0.16,N,4,1,0
25,Female,Bachelor,1,56000,RENT,0,9.0,VENTURE,A,8000,5.99,19.813189923577696,36 months,0.14,N,2,0,0
25,Female,PHD,1,60000,OWN,1,8.0,EDUCATION,B,14000,11.12,11.570502931194074,36 months,0.23,N,2,1,0
23,Male,Secondary,0,50000,RENT,0,7.0,DEBTCONSOLIDATION,D,8000,16.02,16.161006722978794,36 months,0.16,N,3,1,1
22,Female,Post PHD,1,60000,MORTGAGE,1,7.0,VENTURE,B,6000,10.38,27.178836745787283,36 months,0.1,N,2,0,0
23,Female,Master,0,56000,RENT,1,1.0,EDUCATION,B,8000,10.0,31.818181818181824,60 months,0.14,N,3,1,0
24,Male,Secondary,0,56000,RENT,1,2.0,MEDICAL,A,8000,7.51,19.53306669147056,36 months,0.14,N,3,1,0
22,Female,Post PHD,0,54000,MORTGAGE,0,0.0,HOMEIMPROVEMENT,A,16000,7.51,9.417728583387591,36 months,0.3,N,2,1,1
23,Male,PHD,0,60000,MORTGAGE,1,7.0,EDUCATION,A,10500,,,36 months,0.17,N,4,1,0
24,Female,Secondary,0,60000,MORTGAGE,1,3.0,HOMEIMPROVEMENT,B,4000,11.86,40.22885750044699,36 months,0.07,N,2,1,0
24,Female,PHD,1,60000,MORTGAGE,1,5.0,DEBTCONSOLIDATION,A,7000,7.14,24.000640017067123,36 months,0.12,N,2,1,0
24,Male,PHD,1,60000,MORTGAGE,0,9.0,PERSONAL,A,5000,7.88,55.61735261401557,60 months,0.08,N,4,1,0
23,Male,Bachelor,1,60000,MORTGAGE,0,3.0,EDUCATION,A,20000,7.88,8.342602892102335,36 months,0.33,N,4,1,0
25,Male,PHD,1,57600,RENT,0,0.0,HOMEIMPROVEMENT,A,8000,7.66,20.063161805684565,36 months,0.14,N,2,1,0
23,Male,Others,1,57750,RENT,1,3.0,EDUCATION,A,8000,7.49,20.14722299748814,36 months,0.14,N,3,1,0
23,Female,Secondary,0,57996,RENT,1,5.0,DEBTCONSOLIDATION,A,8000,7.14,20.299141310434944,36 months,0.14,N,2,0,0
25,Female,Secondary,1,60000,MORTGAGE,0,5.0,HOMEIMPROVEMENT,D,3000,14.59,52.360589929313214,36 months,0.05,Y,3,0,0
25,Male,Master,1,60000,MORTGAGE,1,9.0,VENTURE,B,12000,10.99,13.514731056851971,36 months,0.2,N,2,1,0
25,Male,PHD,1,60000,OWN,1,9.0,HOMEIMPROVEMENT,C,1400,14.22,112.56472471671213,36 months,0.02,Y,3,1,0
24,Female,Others,1,52000,RENT,1,8.0,EDUCATION,C,8000,13.99,17.106763751206245,36 months,0.15,Y,2,1,1
23,Male,Post PHD,0,58000,RENT,1,4.0,EDUCATION,B,8000,10.37,19.706441967926065,36 months,0.14,N,4,1,0
22,Female,Master,0,52000,RENT,1,0.0,VENTURE,D,8000,15.58,16.87143104343312,36 months,0.15,N,3,0,1
22,Male,Secondary,1,60000,OWN,1,6.0,MEDICAL,C,10000,,,36 months,0.17,Y,3,0,0
25,Male,Others,1,60000,OWN,1,8.0,MEDICAL,B,25000,10.99,6.4870709072889445,36 months,0.42,N,3,1,0
24,Female,Master,0,58033,RENT,1,4.0,VENTURE,B,8000,10.62,19.673092569155667,36 months,0.14,N,2,1,0
22,Female,Secondary,0,60000,OWN,1,6.0,EDUCATION,A,14000,7.88,19.86334021929128,60 months,0.23,N,2,1,0
23,Male,Master,0,58600,RENT,1,3.0,MEDICAL,C,8000,,,36 months,0.14,Y,3,1,0
26,Female,Primary,1,54000,MORTGAGE,1,10.0,MEDICAL,C,10000,,,36 months,0.19,N,3,0,1
21,Male,PHD,1,60000,MORTGAGE,1,2.0,VENTURE,B,6000,10.62,27.11986982462484,36 months,0.1,N,4,1,0
25,Male,Master,0,54000,RENT,1,,HOMEIMPROVEMENT,B,8000,9.91,18.42416522609408,36 months,0.15,N,2,1,1
22,Female,Secondary,0,60000,RENT,0,2.0,DEBTCONSOLIDATION,C,8000,13.49,19.82553528945281,36 months,0.13,N,3,1,0
22,Male,PHD,1,60000,RENT,1,2.0,EDUCATION,B,8000,10.0,20.454545454545453,36 months,0.13,N,4,1,0
25,Female,Master,1,60000,RENT,1,1.0,VENTURE,A,8000,5.42,35.57199772339215,60 months,0.13,N,2,1,0
25,Female,PHD,1,60000,RENT,0,6.0,PERSONAL,B,8000,9.63,20.52357931223205,36 months,0.13,N,3,1,0
21,Male,Secondary,0,60000,MORTGAGE,1,0.0,MEDICAL,C,10000,,,36 months,0.17,Y,4,0,0
25,Male,Primary,0,60000,RENT,1,3.0,MEDICAL,B,8000,11.86,20.114428750223496,36 months,0.13,N,4,1,0
23,Female,Bachelor,0,60000,MORTGAGE,1,3.0,PERSONAL,A,13000,7.88,12.83477368015744,36 months,0.22,N,4,1,0
26,Male,Post PHD,0,60000,RENT,0,2.0,MEDICAL,C,8000,13.61,19.804594665962505,36 months,0.13,N,4,0,0
22,Female,Master,0,60000,RENT,1,6.0,MEDICAL,C,8000,14.72,32.688284518828446,60 months,0.13,Y,2,1,0
25,Female,Others,0,54000,RENT,0,1.0,HOMEIMPROVEMENT,B,8000,11.49,18.163063951923935,36 months,0.15,N,4,1,1
23,Female,Post PHD,0,60000,RENT,1,3.0,EDUCATION,B,8000,10.25,20.40816326530612,36 months,0.13,N,3,1,0
22,Male,Secondary,1,60000,RENT,0,6.0,MEDICAL,A,8000,7.88,20.85650723025584,36 months,0.13,N,2,1,0
22,Male,Post PHD,1,54000,RENT,0,4.0,EDUCATION,C,8000,13.48,17.844554106450477,36 months,0.15,Y,3,1,1
22,Female,Master,1,60000,MORTGAGE,1,4.0,VENTURE,A,3000,6.76,56.200824278756095,36 months,0.05,N,4,1,0
23,Male,Secondary,1,60000,RENT,1,2.0,DEBTCONSOLIDATION,B,8000,,,60 months,0.13,N,3,1,0
25,Female,Primary,0,54000,MORTGAGE,1,7.0,DEBTCONSOLIDATION,D,8400,14.59,28.050316033560648,60 months,0.16,N,2,0,1
24,Female,Master,0,60000,RENT,0,3.0,HOMEIMPROVEMENT,D,8000,14.59,19.635221223492447,36 months,0.13,Y,3,1,0
23,Male,Others,1,60000,RENT,0,2.0,EDUCATION,A,8000,8.94,20.65357077290252,36 months,0.13,N,3,1,0
23,Male,Bachelor,0,60000,RENT,1,0.0,VENTURE,B,8000,11.14,20.244736368544174,36 months,0.13,N,3,1,0
21,Female,Primary,1,60000,MORTGAGE,1,4.0,EDUCATION,B,12000,11.36,22.44971264367816,60 months,0.2,N,3,1,0
23,Female,Primary,0,60000,MORTGAGE,1,5.0,DEBTCONSOLIDATION,A,4000,7.14,70.00186671644576,60 months,0.07,N,3,1,0
21,Male,PHD,0,60000,RENT,0,2.0,EDUCATION,B,8000,11.26,20.222901312241603,36 months,0.13,N,3,1,0
24,Female,Primary,1,60000,MORTGAGE,1,,MEDICAL,A,5000,7.14,33.60089602389397,36 months,0.08,N,2,1,0
23,Male,Bachelor,0,60000,RENT,1,1.0,VENTURE,B,8000,12.21,33.41948132964977,60 months,0.13,N,4,1,0
22,Female,Master,0,60000,RENT,1,6.0,PERSONAL,B,8000,11.14,33.74122728090696,60 months,0.13,N,3,1,0
23,Female,Primary,0,60228,RENT,0,7.0,MEDICAL,C,8000,12.98,19.990706319702607,36 months,0.13,Y,2,0,0
23,Male,Primary,1,60400,RENT,0,2.0,VENTURE,B,8000,9.25,20.732265446224254,36 months,0.13,N,4,1,0
23,Female,Bachelor,0,54780,RENT,0,,PERSONAL,B,8000,10.65,18.56529597830999,36 months,0.15,N,4,1,1
23,Male,Bachelor,1,60000,MORTGAGE,1,7.0,EDUCATION,A,10750,7.88,15.521121659725274,36 months,0.18,N,3,0,0
25,Male,Primary,1,54000,MORTGAGE,1,,DEBTCONSOLIDATION,C,12000,12.73,11.975516721369646,36 months,0.22,N,4,1,1
23,Male,Post PHD,1,61000,RENT,0,3.0,VENTURE,C,8000,13.22,20.20402755696873,36 months,0.13,Y,2,1,0
22,Male,Master,0,55000,RENT,1,5.0,PERSONAL,D,8000,15.31,17.886566646431362,36 months,0.15,N,4,1,1
24,Female,Bachelor,1,55000,RENT,1,2.0,HOMEIMPROVEMENT,D,8000,14.61,17.995811883779773,36 months,0.15,N,2,1,1
22,Male,Bachelor,1,60000,MORTGAGE,1,3.0,MEDICAL,C,3250,12.73,49.13032501074726,36 months,0.05,Y,4,1,0
22,Male,Post PHD,1,60000,MORTGAGE,0,5.0,DEBTCONSOLIDATION,C,12500,13.11,12.730969852356115,36 months,0.21,Y,2,1,0
25,Male,Primary,0,61440,RENT,0,9.0,VENTURE,B,8000,10.36,20.87712939470823,36 months,0.13,N,4,0,0
26,Male,Others,1,55700,RENT,1,2.0,HOMEIMPROVEMENT,C,8000,13.49,30.67450876729227,60 months,0.14,Y,4,0,1
25,Female,Others,0,61995,RENT,1,2.0,VENTURE,B,8000,9.99,35.22763433039367,60 months,0.13,N,4,1,0
21,Female,Master,0,46000,RENT,0,2.0,VENTURE,D,5200,17.27,22.63022216974635,36 months,0.11,Y,4,1,1
23,Male,Others,0,54000,MORTGAGE,0,7.0,DEBTCONSOLIDATION,D,5000,14.96,28.18371607515658,36 months,0.09,Y,2,0,1
